Timestamp,Cash,Equity,Open Positions,Realized PnL,Unrealized PnL,Total Trades
2026-05-14 19:03:53.478378,10000.0,10000.0,0,0.0,0.0,0
2026-05-14 19:03:56.391567,10000.0,10000.0,0,0.0,0.0,0
2026-05-14 19:13:35.302609,10000.0,10000.0,0,0.0,0.0,0
2026-05-14 19:17:16.903123,10000.0,10000.0,0,0.0,0.0,0
2026-05-14 19:19:20.402434,10000.0,10000.0,0,0.0,0.0,0
2026-05-14 19:19:58.490977,10000.0,10000.0,0,0.0,0.0,0
2026-05-14 19:21:55.639357,10000.0,10000.0,0,0.0,0.0,0
2026-05-14 19:24:15.933885,5625.0,5624.933498847314,2,0.0,-0.06650115268658609,0
